,chi2,p_value,dof,odds_ratio,unique_count
ENSG00000165060,132.40338164251204,2.680307207634105e-10,46,,47
ENSG00000174173,76.78070247557825,2.695099226176577e-10,15,,16
ENSG00000168209,101.26288894083423,3.1577661457809667e-10,28,,29
ENSG00000115556,133.52541560102304,3.176177937416647e-10,47,,48
ENSG00000250061,141.4346100759144,3.3109533358176857e-10,52,,53
ENSG00000271288,78.32935937055981,3.323617680073842e-10,16,,17
ENSG00000174446,111.52843930052593,3.513518431460303e-10,34,,35
ENSG00000163933,150.63951597918984,3.590419557665944e-10,58,,59
ENSG00000047579,129.8964371980676,3.601076762884541e-10,45,,46
ENSG00000112130,189.8748353096179,3.62685143985893e-10,84,,85
ENSG00000143167,89.8341626670431,3.657378547767559e-10,22,,23
ENSG00000152128,139.52715234644583,3.668536747174425e-10,51,,52
ENSG00000253409,208.70169082125602,3.6744357990241636e-10,97,,98
ENSG00000249899,87.86580803302658,3.757752766337887e-10,21,,22
ENSG00000069667,136.24406016688624,3.765739041843209e-10,49,,50
ENSG00000213516,268.6503623188406,3.7963851382104894e-10,140,,141
ENSG00000136319,198.43775161030595,3.8369238215495004e-10,90,,91
ENSG00000164039,98.9167048983625,3.8743373401987743e-10,27,,28
ENSG00000004142,161.1787439613526,3.9112411123648147e-10,65,,66
ENSG00000211829,190.9895833333333,4.0121825814636873e-10,85,,86
ENSG00000133895,87.66482762406675,4.0679833803702103e-10,21,,22
ENSG00000146409,109.38964293759855,4.073550174948676e-10,33,,34
ENSG00000140398,81.7789110973739,4.177096671347058e-10,18,,19
ENSG00000259736,62.61897573038878,4.181639400836014e-10,9,,10
ENSG00000079974,85.66886733356488,4.196382904008946e-10,20,,21
ENSG00000203761,62.59197324414716,4.2322992797193077e-10,9,,10
ENSG00000171103,85.64589509222662,4.2349095315878717e-10,20,,21
ENSG00000115946,117.7694466809805,4.3099952878763833e-10,38,,39
ENSG00000204564,116.07320781573499,4.3217643562245826e-10,37,,38
ENSG00000151876,116.05374396135267,4.3515354294874264e-10,37,,38
ENSG00000254231,73.54468599033817,4.3709551563945657e-10,14,,15
ENSG00000233622,75.5884023325996,4.4320318134162924e-10,15,,16
ENSG00000186184,169.82588566827698,4.494195267605635e-10,71,,72
ENSG00000211663,81.5822204366831,4.5233117493266413e-10,18,,19
ENSG00000147804,202.1618357487922,4.563663670934259e-10,93,,94
ENSG00000125735,77.55523813947728,4.5750469879599806e-10,16,,17
ENSG00000157426,119.15780560806556,4.770857778368464e-10,39,,40
ENSG00000184182,77.45349597679892,4.771060239380816e-10,16,,17
ENSG00000090054,169.5643713170887,4.861608663884389e-10,71,,72
ENSG00000221829,92.81161196362604,4.912550866516052e-10,24,,25
ENSG00000158106,62.24401688044866,4.942472340625835e-10,9,,10
ENSG00000179397,62.22058579488882,4.994352118192866e-10,9,,10
ENSG00000243709,54.58484299516908,5.622175599719983e-10,6,,7
ENSG00000211665,59.579636925344374,5.635314812544796e-10,8,,9
ENSG00000128218,72.88805633683609,5.76106199180708e-10,14,,15
ENSG00000149483,111.8546566880494,5.777628003931456e-10,35,,36
ENSG00000204852,95.99640156014888,5.891319516103421e-10,26,,27
ENSG00000183751,131.600686252481,6.039698816324181e-10,47,,48
ENSG00000109534,78.817812377595,6.214511240497635e-10,17,,18
ENSG00000079999,128.27055656199676,6.229312780997274e-10,45,,46
ENSG00000235482,48.844912962472755,6.29041688263741e-10,4,,5
ENSG00000167705,165.6636739840864,6.351277281968075e-10,69,,70
ENSG00000130706,225.05132850241546,6.493797415946169e-10,110,,111
ENSG00000023892,139.24600778314542,6.751454352869831e-10,52,,53
ENSG00000186517,162.37771739130434,6.87841787518887e-10,67,,68
ENSG00000111671,63.71562489730192,7.131465609226174e-10,10,,11
ENSG00000101220,163.74018719806764,7.197843711005946e-10,68,,69
ENSG00000169964,74.35917343526039,7.38979880557237e-10,15,,16
ENSG00000240893,45.457443653618036,7.396750622062198e-10,3,,4
ENSG00000187741,143.56737666520274,7.673357009954493e-10,55,,56
ENSG00000188732,72.19061908106153,7.720848130196454e-10,14,,15
ENSG00000149196,172.49892167011728,7.724631642128439e-10,74,,75
ENSG00000074071,109.30063274522159,7.809885849375023e-10,34,,35
ENSG00000111057,122.70094513980382,7.810330848694933e-10,42,,43
ENSG00000159210,129.188410871595,7.879935994307242e-10,46,,47
ENSG00000232480,72.14102084128994,7.883145727064369e-10,14,,15
ENSG00000151353,122.64550264550267,7.959245677353305e-10,42,,43
ENSG00000116299,149.64835662525883,8.014149817063265e-10,59,,60
ENSG00000139173,63.44638036373971,8.02663485095598e-10,10,,11
ENSG00000137100,208.70169082125602,8.041195968117124e-10,99,,100
ENSG00000211750,65.64075252810431,8.163406198468658e-10,11,,12
ENSG00000257599,74.10133140871633,8.224595481814334e-10,15,,16
ENSG00000005486,175.22386128364388,8.302018310459905e-10,76,,77
ENSG00000160013,186.90217391304347,8.492369137550915e-10,84,,85
ENSG00000177548,67.65250887259263,8.781737244037705e-10,12,,13
ENSG00000188002,75.95988426649986,8.820815618094532e-10,16,,17
ENSG00000227591,63.16956321286107,9.063630978176318e-10,10,,11
ENSG00000126453,89.35331376282662,9.124789382148012e-10,23,,24
ENSG00000117697,186.6296799516908,9.1767062126162e-10,84,,85
ENSG00000162517,222.32638888888889,9.199738586506584e-10,109,,110
ENSG00000139410,77.78128893697948,9.476190019303089e-10,17,,18
ENSG00000100058,126.87918588054458,9.930958471256145e-10,45,,46
ENSG00000132185,105.11789359183543,1.0204262247226306e-09,32,,33
ENSG00000211801,69.39803875236295,1.0358325455677385e-09,13,,14
ENSG00000167967,79.47431156159095,1.0589091124145985e-09,18,,19
ENSG00000268204,81.40588021247846,1.0631014325543372e-09,19,,20
ENSG00000214174,200.52687198067633,1.0676754118980497e-09,94,,95
ENSG00000114021,175.80777691511383,1.0777005091160393e-09,77,,78
ENSG00000172967,67.16923626656578,1.080083400921685e-09,12,,13
ENSG00000105364,97.95329067068198,1.0844473311596611e-09,28,,29
ENSG00000233382,71.32883689143453,1.1078414620993605e-09,14,,15
ENSG00000255874,83.19891885109276,1.1170650141764627e-09,20,,21
ENSG00000156711,111.67014545263599,1.1236241190202658e-09,36,,37
ENSG00000149929,104.81737017392857,1.1372427476118811e-09,32,,33
ENSG00000127993,118.29657887402452,1.1416859780577914e-09,40,,41
ENSG00000181333,84.94738432691332,1.1834453183531102e-09,21,,22
ENSG00000213977,92.33279527437136,1.1865197294674191e-09,25,,26
ENSG00000130303,173.9781746031746,1.1944749052655299e-09,76,,77
ENSG00000233387,62.43813369994845,1.2490562160599315e-09,10,,11
ENSG00000146648,64.634647593656,1.26227606770647e-09,11,,12
ENSG00000166262,140.3717656638852,1.2915707405944574e-09,54,,55
ENSG00000072694,92.03390588656289,1.3286807751491506e-09,25,,26
ENSG00000155008,147.99681598594645,1.342552601517079e-09,59,,60
ENSG00000225231,135.51593298716062,1.3543130952227038e-09,51,,52
ENSG00000168301,55.204530923041155,1.3580597704771614e-09,7,,8
ENSG00000166788,140.18892339544513,1.3690408968418395e-09,54,,55
ENSG00000247134,74.76641715772152,1.4387346470505733e-09,16,,17
ENSG00000251247,80.64326817683596,1.4402506995365823e-09,19,,20
ENSG00000226137,80.62565382897864,1.4503745234892988e-09,19,,20
ENSG00000152147,80.59747087240694,1.4667197081954511e-09,19,,20
ENSG00000143653,170.25527009222662,1.493677560663814e-09,74,,75
ENSG00000102978,175.96725494779486,1.5753270026243354e-09,78,,79
ENSG00000162585,147.39054951690824,1.6211440896552471e-09,59,,60
ENSG00000118579,205.97675120772948,1.6785027087075924e-09,99,,100
ENSG00000171204,175.7299214975845,1.6867542652741753e-09,78,,79
ENSG00000130772,78.2867886943974,1.7059482585520298e-09,18,,19
ENSG00000099899,101.92686389081895,1.7309569310589762e-09,31,,32
ENSG00000107679,148.69136910617087,1.7417350675840592e-09,60,,61
ENSG00000204438,108.7318999157634,1.7452296450527708e-09,35,,36
ENSG00000174943,87.57704367475654,1.806752445714416e-09,23,,24
ENSG00000182472,68.01268529548013,1.8599353666366997e-09,13,,14
ENSG00000108798,209.79166666666663,1.877865245608748e-09,102,,103
ENSG00000175463,149.9003623188406,1.9209930196086664e-09,61,,62
ENSG00000248092,91.01663163097523,1.9512629544441257e-09,25,,26
ENSG00000228265,63.57483699875005,1.9955564052612374e-09,11,,12
ENSG00000128016,83.57187056681056,2.024897429346551e-09,21,,22
ENSG00000232485,56.723649753727194,2.0387157211874783e-09,8,,9
ENSG00000130489,40.00756442656489,2.0533726238044853e-09,2,,3
ENSG00000214485,40.00756442656489,2.0533726238044853e-09,2,,3
ENSG00000076604,54.19685144589237,2.1501766449614715e-09,7,,8
ENSG00000114745,132.4423093512767,2.1967058373760603e-09,50,,51
ENSG00000232559,132.40338164251204,2.224481246761259e-09,50,,51
ENSG00000211751,58.77440106477374,2.307786317148677e-09,9,,10
ENSG00000204568,164.32410282953765,2.3086267504114147e-09,71,,72
ENSG00000158850,152.28964307739744,2.341573809553932e-09,63,,64
ENSG00000107872,73.52524668053891,2.3887828001865575e-09,16,,17
ENSG00000186577,162.68913906142166,2.4123788525446954e-09,70,,71
ENSG00000137103,63.132548309178745,2.4150501069608926e-09,11,,12
ENSG00000237990,132.13088768115935,2.42886159880351e-09,50,,51
ENSG00000268081,141.4387077294686,2.4586345640458676e-09,56,,57
ENSG00000103423,105.89715085638998,2.6140606261728976e-09,34,,35
ENSG00000184106,115.78125,2.6951861488400708e-09,40,,41
ENSG00000211800,60.673694624319054,2.701756915250635e-09,10,,11
ENSG00000270605,45.80171588733935,2.7083030252132567e-09,4,,5
ENSG00000198298,64.93915088826554,2.7978050676107075e-09,12,,13
ENSG00000146540,252.3007246376811,2.8225325303706547e-09,134,,135
ENSG00000146386,215.24154589371986,2.826686439218542e-09,107,,108
ENSG00000211632,45.71180836161846,2.8275013249037034e-09,4,,5
ENSG00000211792,64.90528728122278,2.8384177535427806e-09,12,,13
ENSG00000230844,62.75577253746009,2.8408236052273787e-09,11,,12
ENSG00000149257,62.72600011977482,2.8774895471585945e-09,11,,12
ENSG00000214432,45.66784988502059,2.8876726836539154e-09,4,,5
ENSG00000109113,162.0309068950373,2.9288842673482485e-09,70,,71
ENSG00000259728,62.67173022095509,2.94553983402416e-09,11,,12
ENSG00000186814,64.77185025942872,3.0042324951108233e-09,12,,13
ENSG00000112592,128.22700360559062,3.095207120136147e-09,48,,49
ENSG00000247151,48.2785541752933,3.115964899716401e-09,5,,6
ENSG00000179639,123.37636161005724,3.1780648609402622e-09,45,,46
ENSG00000107937,177.84462815540581,3.211894126982718e-09,81,,82
ENSG00000180228,128.05763379132944,3.270132419952723e-09,48,,49
ENSG00000029639,128.04347826086953,3.285186735892575e-09,48,,49
ENSG00000106049,119.95813504939073,3.404921309660816e-09,43,,44
ENSG00000111667,141.88168891293887,3.4588991776556595e-09,57,,58
ENSG00000163607,132.58204984427812,3.47563521036702e-09,51,,52
ENSG00000116667,186.12361973775018,3.5616582859441067e-09,87,,88
ENSG00000227399,42.23506353068397,3.5767562684301982e-09,3,,4
ENSG00000204308,263.2004830917874,3.772740007393227e-09,143,,144
ENSG00000130560,174.36745169082127,3.777423637269611e-09,79,,80
ENSG00000189212,64.19514785629264,3.8388470214389495e-09,12,,13
ENSG00000213889,222.32638888888883,3.887181484197991e-09,113,,114
ENSG00000055070,181.45229468599035,3.9373204033562e-09,84,,85
ENSG00000234769,61.988297882729796,3.952602879475662e-09,11,,12
ENSG00000182054,238.67602657004826,3.9845312425293134e-09,125,,126
ENSG00000123297,94.4035388127854,4.010129356024923e-09,28,,29
ENSG00000211652,64.03832409976077,4.103218171017585e-09,12,,13
ENSG00000101542,52.75324507273265,4.147151628072724e-09,7,,8
ENSG00000233084,59.61935476700598,4.277773567134925e-09,10,,11
ENSG00000185614,136.4907910628019,4.406786894545651e-09,54,,55
ENSG00000197345,160.50547996976564,4.58217827049579e-09,70,,71
ENSG00000203778,63.73490338164251,4.667148792994252e-09,12,,13
ENSG00000185485,95.70555358643142,4.703680294027186e-09,29,,30
ENSG00000107537,126.87985539887713,4.787787291356513e-09,48,,49
ENSG00000266088,63.62744097434851,4.884817809716512e-09,12,,13
ENSG00000234022,63.62744097434851,4.884817809716512e-09,12,,13
ENSG00000113460,182.0468269653052,4.9734108761353666e-09,85,,86
ENSG00000171097,88.45918880837358,5.096548803067015e-09,25,,26
ENSG00000211941,63.52296363392378,5.106104193877599e-09,12,,13
ENSG00000226415,49.803649607487934,5.146979881534308e-09,6,,7
ENSG00000136710,155.6561996779388,5.155129285894455e-09,67,,68
ENSG00000040487,112.20124312843578,5.216374507939356e-09,39,,40
ENSG00000226435,117.01514040508604,5.307014393586453e-09,42,,43
ENSG00000139193,131.2452823067633,5.3199757439874495e-09,51,,52
ENSG00000187051,244.1259057971014,5.5171710847030985e-09,130,,131
ENSG00000133321,241.40096618357484,5.543437281464602e-09,128,,129
ENSG00000189343,241.40096618357487,5.543437281464914e-09,128,,129
ENSG00000125901,79.06804673505944,5.6479630121419e-09,20,,21
ENSG00000171453,116.7958034096791,5.709218389246102e-09,42,,43
ENSG00000104886,217.9664855072464,5.840801187997092e-09,111,,112
ENSG00000118495,65.26086956521738,5.911149569365305e-09,13,,14
ENSG00000006634,132.41922431468376,5.996787901502658e-09,52,,53
ENSG00000171700,136.96469360428483,6.144804453032035e-09,55,,56
ENSG00000149654,46.76242236024844,6.351643240722791e-09,5,,6
ENSG00000104976,78.70669853028444,6.501266337680779e-09,20,,21
ENSG00000198429,62.952356620834884,6.502496593727507e-09,12,,13
ENSG00000124201,170.8639579020014,6.748018560861232e-09,78,,79
ENSG00000126749,145.7525913096565,6.796195129902154e-09,61,,62
ENSG00000266356,268.6503623188406,6.835263719310449e-09,149,,150
ENSG00000017621,101.47205753184015,6.857821167242141e-09,33,,34
ENSG00000251600,208.94941260430392,7.018427091212763e-09,105,,106
ENSG00000148481,213.06159420289853,7.09495493138726e-09,108,,109
ENSG00000147224,112.88334293825103,7.174717633039575e-09,40,,41
ENSG00000213588,40.79749960184743,7.218901617684954e-09,3,,4
ENSG00000115165,208.701690821256,7.48115061804264e-09,105,,106
ENSG00000100298,78.34057971014492,7.496048285268316e-09,20,,21
ENSG00000100726,97.80097385169847,7.600367450465823e-09,31,,32
ENSG00000134769,62.53986962342122,7.742371057556817e-09,12,,13
ENSG00000226660,58.25110859716781,7.752720580525004e-09,10,,11
ENSG00000100442,227.77626811594197,7.811107120352786e-09,119,,120
ENSG00000227321,37.30298913043478,7.938872572022884e-09,2,,3
ENSG00000181610,129.91200828157352,8.114534626360758e-09,51,,52
ENSG00000171476,131.35233350586608,8.389906061139813e-09,52,,53
ENSG00000183090,66.45254041178217,8.410795949003638e-09,14,,15
ENSG00000204556,62.34311120536828,8.413898350688538e-09,12,,13
ENSG00000185130,55.81400515117482,8.518377185409543e-09,9,,10
ENSG00000180284,74.22956386111758,8.585685130906843e-09,18,,19
ENSG00000214832,110.71072511130056,8.635068361069252e-09,39,,40
ENSG00000105655,95.73260520622513,8.655953266312505e-09,30,,31
ENSG00000211959,87.0329338752355,8.67211264916648e-09,25,,26
ENSG00000110492,123.44126550488444,8.74042236314854e-09,47,,48
ENSG00000127533,90.51716701173223,8.77588535908004e-09,27,,28
ENSG00000272360,40.374739240228365,8.873898462019327e-09,3,,4
ENSG00000105668,74.12849267904643,8.935906637932954e-09,18,,19
ENSG00000213553,57.887961525189795,9.074977998289913e-09,10,,11
ENSG00000125651,158.1475730388774,9.099565527320575e-09,70,,71
ENSG00000156735,79.6879717321911,9.104473452734733e-09,21,,22
ENSG00000211951,40.306546165119684,9.17428638476791e-09,3,,4
ENSG00000151287,98.94790294246816,9.219734408540425e-09,32,,33
ENSG00000188295,66.17627785058978,9.42626273581144e-09,14,,15
ENSG00000099956,143.1428495311168,9.484990659744397e-09,60,,61
ENSG00000145247,190.98958333333334,9.59276415901069e-09,93,,94
ENSG00000213930,113.60685941043084,9.660588208437034e-09,41,,42
ENSG00000139112,127.77098429951691,9.780697686478755e-09,50,,51
ENSG00000231533,50.84036287840635,9.876388146437218e-09,7,,8
ENSG00000239920,40.15323618604323,9.887214955566061e-09,3,,4
ENSG00000258731,40.15323618604323,9.887214955566061e-09,3,,4
ENSG00000177181,75.749519309442,9.931287890892155e-09,19,,20
ENSG00000121680,136.89693956756642,1.0059984303377068e-08,56,,57
ENSG00000124215,81.22935846018292,1.0158462301306966e-08,22,,23
ENSG00000105849,113.45457079152732,1.016238836132928e-08,41,,42
ENSG00000235268,45.75642539217283,1.0180446082220708e-08,5,,6
ENSG00000151090,252.30072463768113,1.0181276665798948e-08,138,,139
ENSG00000256045,95.26940063465,1.021451909549368e-08,30,,31
ENSG00000118960,105.28374453646192,1.031580177707334e-08,36,,37
ENSG00000225431,45.71180836161845,1.0395536201180557e-08,5,,6
ENSG00000204590,203.25181159420288,1.0427377195349196e-08,102,,103
ENSG00000175707,45.68974771873322,1.0503554273155623e-08,5,,6
ENSG00000130159,110.12544022200096,1.0515937890468277e-08,39,,40
ENSG00000166002,65.90338164251207,1.0548662576594455e-08,14,,15
ENSG00000135845,75.56144920712902,1.0689482842048711e-08,19,,20
ENSG00000156171,235.9510869565217,1.0787438369991517e-08,126,,127
ENSG00000163159,161.9235607890499,1.0853040022983307e-08,73,,74
ENSG00000167578,45.615041598687164,1.0877725820396822e-08,5,,6
ENSG00000103152,93.37658416462764,1.0906745568615756e-08,29,,30
ENSG00000102977,219.6014492753623,1.091983668407862e-08,114,,115
ENSG00000213971,63.7897834934913,1.0927717264627634e-08,13,,14
ENSG00000167118,128.96017589495852,1.095255607079019e-08,51,,52
ENSG00000179344,170.55253623188406,1.1039543760308109e-08,79,,80
ENSG00000264808,55.16468487506995,1.1330290705483166e-08,9,,10
ENSG00000104388,209.79166666666669,1.1485321160553156e-08,107,,108
ENSG00000124596,174.63994565217385,1.1727775051993692e-08,82,,83
ENSG00000105649,59.40137038335671,1.1975277574831371e-08,11,,12
ENSG00000259781,55.01399704624638,1.2104957366225939e-08,9,,10
ENSG00000263470,94.78617698726396,1.213626224551901e-08,30,,31
ENSG00000130313,134.73055992417406,1.2263659657015342e-08,55,,56
ENSG00000168286,78.87029765314661,1.2461244399906381e-08,21,,22
ENSG00000102575,63.43167701863354,1.2685697113790708e-08,13,,14
ENSG00000179630,63.421348686387404,1.2740362626000055e-08,13,,14
ENSG00000101365,232.54491243961348,1.2795116833861392e-08,124,,125
ENSG00000166477,140.6028382734492,1.2963646327545004e-08,59,,60
ENSG00000035115,125.22639331140638,1.3394794533125522e-08,49,,50
ENSG00000125458,117.39144158981115,1.341415462137124e-08,44,,45
ENSG00000240671,61.22321991178325,1.3496310788528835e-08,12,,13
ENSG00000156469,104.48610815098985,1.3552800035841597e-08,36,,37
ENSG00000132394,78.6235413137587,1.3696669082623637e-08,21,,22
ENSG00000110711,182.54227053140093,1.392785756345024e-08,88,,89
ENSG00000171130,85.69696054750403,1.4230617720865691e-08,25,,26
ENSG00000106636,117.1653160647726,1.4438249767385061e-08,44,,45
ENSG00000124787,94.25893740683678,1.4642074261339873e-08,30,,31
ENSG00000224897,144.61111111111114,1.498463565487078e-08,62,,63
ENSG00000197429,89.02234299516908,1.5138102661201918e-08,27,,28
ENSG00000180891,62.992066762827115,1.523167063077156e-08,13,,14
ENSG00000211450,129.40594806763283,1.541946080898649e-08,52,,53
